date,position,song_name,artist_name,last_position,peak_position,weeks_on_chart
2011-10-15,81,Dedication To My Ex (Miss That),Lloyd Featuring Andre 3000 & Lil Wayne,0,81,1
2011-10-15,83,Fight For You,Jason Derulo,0,83,1
2011-10-15,88,After Midnight,blink-182,0,88,1
2011-10-15,90,I Don't Want This Night To End,Luke Bryan,0,90,1
2011-10-15,99,Keep Me In Mind,Zac Brown Band,0,99,1
2011-10-15,100,Calling All The Monsters,China Anne McClain,0,100,1
2011-10-22,41,Crawling Back To You,Daughtry,0,41,1
2011-10-22,51,I Like It Like That,Hot Chelle Rae Featuring New Boyz,0,51,1
2011-10-22,53,Fix You,Glee Cast,0,53,1
2011-10-22,62,Hangover,Taio Cruz Featuring Flo Rida,0,62,1
2011-10-22,66,I'm Flexin',T.I. Featuring Big K.R.I.T.,0,66,1
2011-10-22,76,I Like How It Feels,Enrique Iglesias Featuring Pitbull & The WAV.s,0,76,1
2011-10-22,91,Run The World (Girls),Glee Cast,0,91,1
2011-10-22,93,Dance (A$$),Big Sean Featuring Nicki Minaj,0,93,1
2011-10-22,95,Party,Beyonce Featuring Andre 3000,0,95,1
2011-10-29,10,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,0,10,1
2011-10-29,43,Heartbeat,The Fray,0,43,1
2011-10-29,85,Countdown,Beyonce,0,85,1
2011-10-29,89,Still Got It,Tyga Featuring Drake,0,89,1
2011-10-29,91,Good Good Night,Roscoe Dash,0,91,1
2011-10-29,92,Criminal,Britney Spears,0,92,1
2011-10-29,94,The One That Got Away,Katy Perry,0,94,1
2011-10-29,96,Domino,Jessie J,0,96,1
2011-10-29,97,Make Me Proud,Drake Featuring Nicki Minaj,0,97,1
2011-10-29,99,Lost In Paradise,Evanescence,0,99,1
2011-11-05,11,Mistletoe,Justin Bieber,0,11,1
2011-11-05,74,A Thousand Years,Christina Perri,0,74,1
2011-11-05,84,You The Boss,Rick Ross Featuring Nicki Minaj,0,84,1
2011-11-05,85,You,Chris Young,0,85,1
2011-11-05,94,Promise,Romeo Santos Featuring Usher,0,94,1
2011-11-05,97,Focused,Wale Featuring Kid Cudi,0,97,1
2011-11-12,20,Princess Of China,Coldplay Featuring Rihanna,0,20,1
2011-11-12,37,Red Solo Cup,Toby Keith,0,37,1
2011-11-12,48,Sweat,Bow Wow Featuring Lil Wayne,0,48,1
2011-11-12,58,The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber Featuring Usher,0,58,1
2011-11-12,64,Stronger (What Doesn't Kill You),Kelly Clarkson,0,64,1
2011-11-12,86,Shake It Out,Florence + The Machine,0,86,1
2011-11-12,87,Lotus Flower Bomb,Wale Featuring Miguel,0,87,1
2011-11-12,91,Lonely Boy,The Black Keys,0,91,1
2011-11-12,94,Lessons In Love,Kaskade Featuring Neon Trees,0,94,1
2011-11-12,98,Storm Warning,Hunter Hayes,0,98,1
2011-11-12,100,Bait A Hook,Justin Moore,0,100,1
2011-11-19,64,Party On Fifth Ave.,Mac Miller,0,64,1
2011-11-19,72,Last Friday Night,Glee Cast,0,72,1
2011-11-19,81,Ambition,Wale Featuring Meek Mill & Rick Ross,0,81,1
2011-11-19,86,All I Want For Christmas Is You (SuperFestive!),Justin Bieber Duet With Mariah Carey,0,86,1
2011-11-19,92,Blackout,Breathe Carolina,0,92,1
2011-11-19,93,Over You,Miranda Lambert,0,93,1
2011-11-19,97,Reality,Kenny Chesney,0,97,1
2011-11-19,99,Drummer Boy,Justin Bieber Featuring Busta Rhymes,0,99,1
2011-11-19,100,First Of The Year (Equinox),Skrillex,0,100,1
2011-11-26,10,If This Was A Movie,Taylor Swift,0,10,1
2011-11-26,13,Ours,Taylor Swift,0,13,1
2011-11-26,26,Superman,Taylor Swift,0,26,1
2011-11-26,53,Run,Matt Nathanson Featuring Sugarland,0,53,1
2011-11-26,55,Smile Back,Mac Miller,0,55,1
2011-11-26,63,Footloose,Blake Shelton,0,63,1
2011-11-26,68,Uptown Girl,Glee Cast,0,68,1
2011-11-26,70,Home,Dierks Bentley,0,70,1
2011-11-26,73,You Da One,Rihanna,0,73,1
2011-11-26,82,Come Home,Faith Hill,0,82,1
2011-12-03,9,Take Care,Drake Featuring Rihanna,0,9,1
2011-12-03,11,Rumour Has It / Someone Like You,Glee Cast,0,11,1
2011-12-03,18,The Motto,Drake Featuring Lil Wayne,0,18,1
2011-12-03,66,Levels,Avicii,0,66,1
2011-12-03,67,Hate Sleeping Alone,Drake,0,67,1
2011-12-03,69,You And  I / You And I,Glee Cast,0,69,1
2011-12-03,80,I Can't Go For That / You Make My Dreams,Glee Cast,0,80,1
2011-12-03,86,Hit Me With Your Best Shot / One Way Or Another,Glee Cast,0,86,1
2011-12-03,89,We'll Be Fine,Drake Featuring Birdman,0,89,1
2011-12-03,92,HYFR (Hell Ya F*****g Right),Drake Featuring Lil Wayne,0,92,1
2011-12-03,100,Shot For Me,Drake,0,100,1
2011-12-10,31,Talk That Talk,Rihanna Featuring Jay-Z,0,31,1
2011-12-10,36,T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez,0,36,1
2011-12-10,65,Where Have You Been,Rihanna,0,65,1
2011-12-10,85,Strip,Chris Brown Featuring Kevin K-MAC McCall,0,85,1
2011-12-10,89,Lullaby,Nickelback,0,89,1
2011-12-10,94,Rack City,Tyga,0,94,1
2011-12-10,96,Tonight Is The Night,Outasight,0,96,1
2011-12-10,100,El Verdadero Amor Perdona,Mana Featuring Prince Royce,0,100,1
2011-12-17,57,Perfect,Glee Cast,0,57,1
2011-12-17,59,Girls Just Want To Have Fun,Glee Cast,0,59,1
2011-12-17,64,Roman In Moscow,Nicki Minaj,0,64,1
2011-12-17,66,I Kissed A Girl,Glee Cast,0,66,1
2011-12-17,78,Tongue Tied,Grouplove,0,78,1
2011-12-17,82,Can't Get Enough,J. Cole Featuring Trey Songz,0,82,1
2011-12-17,86,I'm The Only One,Glee Cast,0,86,1
2011-12-17,89,Constant Craving,Glee Cast,0,89,1
2011-12-17,96,It's Beginning To Look A Lot Like Christmas,Michael Buble,0,96,1
2011-12-17,100,Camouflage,Brad Paisley,0,100,1
2011-12-24,12,We Are Young,Glee Cast,0,12,1
2011-12-24,48,Bang Bang Pow Pow,T-Pain Featuring Lil Wayne,0,48,1
2011-12-24,51,Survivor / I Will Survive,Glee Cast,0,51,1
2011-12-24,53,We Are Young,fun. Featuring Janelle Monae,0,53,1
2011-12-24,76,Man In The Mirror,Glee Cast,0,76,1
2011-12-24,88,ABC,Glee Cast,0,88,1
2011-12-24,90,Alone With You,Jake Owen,0,90,1
2011-12-24,91,You Gonna Fly,Keith Urban,0,91,1
2011-12-24,92,Red Solo Cup,Glee Cast,0,92,1
2011-12-24,93,I'll Be Home For Christmas,Kelly Clarkson,0,93,1
2011-12-24,97,Round Of Applause,Waka Flocka Flame Featuring Drake,0,97,1
2011-12-24,99,Amen,Edens Edge,0,99,1
2011-12-31,81,Better Than I Used To Be,Tim McGraw,0,81,1
2011-12-31,92,Do They Know It's Christmas?,Glee Cast,0,92,1
2011-12-31,96,A Woman Like You,Lee Brice,0,96,1
2011-12-31,99,All I Want For Christmas Is You,Michael Buble,0,99,1
2011-12-31,100,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,0,100,1
2012-01-07,30,Safe & Sound,Taylor Swift Featuring The Civil Wars,0,30,1
2012-01-07,57,Wild Ones,Flo Rida Featuring Sia,0,57,1
2012-01-07,61,I Do,Young Jeezy Featuring Jay-Z & Andre 3000,0,61,1
2012-01-07,69,Scary Monsters And Nice Sprites,Skrillex,0,69,1
2012-01-07,76,Better Than I Know Myself,Adam Lambert,0,76,1
2012-01-07,81,Stupid Hoe,Nicki Minaj,0,81,1
2012-01-07,88,Knock Knock,Mac Miller,0,88,1
2012-01-07,94,Wobble,V.I.C.,0,94,1
2012-01-14,64,The Champ,Nelly,0,64,1
2012-01-14,98,Play The Guitar,B.o.B Featuring Andre 3000,0,98,1
2012-01-21,8,I Won't Give Up,Jason Mraz,0,8,1
2012-01-21,74,Kyoto,Skrillex Featuring Sirah,0,74,1
2012-01-21,84,Set You Free,3OH!3,0,84,1
2012-01-21,91,Somebody That I Used To Know,Gotye Featuring Kimbra,0,91,1
2012-01-21,94,Where I Come From,Montgomery Gentry,0,94,1
2012-01-21,98,Gotta Have It,Jay Z Kanye West,0,98,1
2012-01-28,60,Drive By,Train,0,60,1
2012-01-28,67,Tattoo,Van Halen,0,67,1
2012-01-28,78,Called Out In The Dark,Snow Patrol,0,78,1
2012-01-28,85,Glad You Came,The Wanted,0,85,1
2012-01-28,91,Video Games,Lana Del Rey,0,91,1
2012-01-28,97,Don't Stop (Color On The Walls),Foster The People,0,97,1
2012-01-28,98,Wild Boy,MGK Featuring Waka Flocka Flame,0,98,1
2012-02-04,28,Without You,Glee Cast,0,28,1
2012-02-04,52,Faded,Tyga Featuring Lil Wayne,0,52,1
2012-02-04,56,We Found Love,Glee Cast,0,56,1
2012-02-04,62,Moves Like Jagger / Jumpin' Jack Flash,Glee Cast,0,62,1
2012-02-04,70,The First Time Ever I Saw Your Face,Glee Cast,0,70,1
2012-02-04,88,Summer Nights,Glee Cast,0,88,1
2012-02-04,98,Mr. Wrong,Mary J. Blige Featuring Drake,0,98,1
2012-02-04,99,Love's Gonna Make It Alright,George Strait,0,99,1
2012-02-04,100,No Church In The Wild,Jay Z Kanye West Featuring Frank Ocean,0,100,1
2012-02-11,81,Drink On It,Blake Shelton,0,81,1
2012-02-11,92,Sorry For Party Rocking,LMFAO,0,92,1
2012-02-11,99,Do It Like You,Diggy Featuring Jeremih,0,99,1
2012-02-18,13,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,0,13,1
2012-02-18,26,Smooth Criminal,Glee Cast Featuring 2Cellos,0,26,1
2012-02-18,56,Human Nature,Glee Cast,0,56,1
2012-02-18,64,Black Or White,Glee Cast,0,64,1
2012-02-18,78,Wanna Be Startin' Somethin',Glee Cast,0,78,1
2012-02-18,80,Bad,Glee Cast,0,80,1
2012-02-18,97,4 AM,Melanie Fiona,0,97,1
2012-02-25,7,I Will Always Love You,Whitney Houston,0,1,27
2012-02-25,35,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,0,1,19
2012-02-25,41,Greatest Love Of All,Whitney Houston,0,1,19
2012-02-25,51,Ima Boss,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",0,51,1
2012-02-25,80,Say Aah,Lindsey Pavao,0,80,1
2012-02-25,81,Sexy And I Know It,Glee Cast Featuring Ricky Martin,0,81,1
2012-02-25,89,Somethin' 'Bout A Truck,Kip Moore,0,89,1
2012-02-25,90,Feel So Close,Calvin Harris,0,90,1
2012-02-25,96,Drank In My Cup,Kirko Bangz,0,96,1
2012-02-25,99,La Isla Bonita,Glee Cast Featuring Ricky Martin,0,99,1
2012-02-25,100,Snitches Ain't...,"YG Featuring Tyga, Snoop Dogg & Nipsey Hussle",0,100,1
2012-03-03,1,Part Of Me,Katy Perry,0,1,1
2012-03-03,9,Starships,Nicki Minaj,0,9,1
2012-03-03,10,Turn Up The Music,Chris Brown,0,10,1
2012-03-03,28,What Makes You Beautiful,One Direction,0,28,1
2012-03-03,49,How Will I Know,Whitney Houston,0,1,24
2012-03-03,50,Runaway Baby,Bruno Mars,0,50,1
2012-03-03,63,Banjo,Rascal Flatts,0,63,1
2012-03-03,87,I Will Always Love You,Glee Cast,0,87,1
2012-03-03,90,I Can Only Imagine,David Guetta Featuring Chris Brown & Lil Wayne,0,90,1
2012-03-03,92,Stereo Hearts,Glee Cast,0,92,1
2012-03-03,95,Bangarang,Skrillex Featuring Sirah,0,95,1
2012-03-03,100,Raise Your Weapon,deadmau5 Featuring Greta Svabo Bech,0,100,1
2012-03-10,11,So Good,B.o.B,0,11,1
2012-03-10,24,Good Girl,Carrie Underwood,0,24,1
2012-03-10,38,Call Me Maybe,Carly Rae Jepsen,0,38,1
2012-03-10,56,Fly / I Believe I Can Fly,Glee Cast,0,56,1
2012-03-10,62,Some Nights,fun.,0,62,1
2012-03-10,63,Birthday Cake,Rihanna Featuring Chris Brown,0,63,1
2012-03-10,65,Cough Syrup,Glee Cast,0,65,1
2012-03-10,66,What Doesn't Kill You (Stronger),Glee Cast,0,66,1
2012-03-10,73,Here's To Us,Glee Cast,0,73,1
2012-03-10,74,Mutha***** Up,Tyga Featuring Nicki Minaj,0,74,1
2012-03-10,81,Climax,Usher,0,81,1
2012-03-10,90,Glad You Came,Glee Cast,0,90,1
2012-03-10,91,Make It Nasty,Tyga,0,91,1
2012-03-10,92,Fly Over States,Jason Aldean,0,92,1
2012-03-10,95,Cough Syrup,Young The Giant,0,95,1
2012-03-17,21,Live My Life,Far*East Movement Featuring Justin Bieber,0,21,1
2012-03-17,70,Roman Reloaded,Nicki Minaj Featuring Lil Wayne,0,70,1
2012-03-17,79,Springsteen,Eric Church,0,79,1
2012-03-17,88,Ayy Ladies,Travis Porter Featuring Tyga,0,88,1
2012-03-17,92,UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,0,92,1
2012-03-17,94,Magic,Future Featuring T.I.,0,94,1
2012-03-17,100,Thank You,Estelle,0,100,1
2012-03-24,42,Shadow Days,John Mayer,0,42,1
2012-03-24,74,Midnight City,M83.,0,74,1
2012-03-24,84,Brokenhearted,Karmin,0,84,1
2012-03-24,96,No Hurry,Zac Brown Band,0,96,1
2012-03-24,97,Sex Ain't Better Than Love,Trey Songz,0,97,1
2012-03-31,73,Changed,Rascal Flatts,0,73,1
2012-03-31,74,Everybody Talks,Neon Trees,0,74,1
2012-03-31,90,One Thing,One Direction,0,90,1
2012-03-31,91,Even If It Breaks Your Heart,Eli Young Band,0,91,1
2012-03-31,95,Leave You Alone,Young Jeezy Featuring Ne-Yo,0,95,1
2012-03-31,98,TTYLXOX,Bella Thorne,0,98,1
2012-04-07,19,Eyes Open,Taylor Swift,0,19,1
2012-04-07,68,Too Close,Alex Clare,0,68,1
2012-04-07,83,Come Away To The Water,Maroon 5 Featuring Rozzi Crane,0,83,1
2012-04-07,92,This Ole Boy,Craig Morgan,0,92,1
2012-04-07,94,Bully,Shinedown,0,94,1
2012-04-07,99,We Run The Night,Havana Brown Featuring Pitbull,0,99,1
2012-04-07,100,Crew Love,Drake Featuring The Weeknd,0,100,1
2012-04-14,2,Boyfriend,Justin Bieber,0,2,1
2012-04-14,64,I Dont Really Care,Waka Flocka Flame Featuring Trey Songz,0,64,1
2012-04-14,65,Heart Attack,Trey Songz,0,65,1
2012-04-14,78,She Doesn't Mind,Sean Paul,0,78,1
2012-04-14,79,Back In Time,Pitbull,0,79,1
2012-04-14,91,Time Is Love,Josh Turner,0,91,1
2012-04-14,95,Ai Se Eu Te Pego,Michel Telo,0,95,1
2012-04-14,98,Got My Country On,Chris Cagle,0,98,1
2012-04-14,99,Naked,Dev & Enrique Iglesias,0,99,1
2012-04-21,27,Dance Again,Jennifer Lopez Featuring Pitbull,0,27,1
2012-04-21,38,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",0,38,1
2012-04-21,40,Feel Like A Rock Star,Kenny Chesney & Tim McGraw,0,40,1
2012-04-21,51,Right By My Side,Nicki Minaj Featuring Chris Brown,0,51,1
2012-04-21,63,Take It To The Head,"DJ Khaled Featuring Chris Brown, Rick Ross, Nicki Minaj & Lil Wayne",0,63,1
2012-04-21,70,Give Your Heart A Break,Demi Lovato,0,70,1
2012-04-21,78,Beez In The Trap,Nicki Minaj Featuring 2 Chainz,0,78,1
2012-04-21,79,Va Va Voom,Nicki Minaj,0,79,1
2012-04-21,81,Love This Life,T.I.,0,81,1
2012-04-21,83,Another Round,Fat Joe Featuring Chris Brown,0,83,1
2012-04-21,87,Fine By Me,Andy Grammer,0,87,1
2012-04-21,92,Little Talks,Of Monsters And Men,0,92,1
2012-04-21,97,(Kissed You) Good Night,Gloriana,0,97,1
2012-04-21,99,Is Anybody Out There?,K'Naan Featuring Nelly Furtado,0,99,1
2012-04-28,26,Somebody That I Used To Know,Glee Cast,0,26,1
2012-04-28,81,Cashin' Out,Ca$h Out,0,81,1
2012-04-28,86,Roxanne,Juliet Simms,0,86,1
2012-04-28,90,Think Like A Man,Jennifer Hudson & Ne-Yo Featuring Rick Ross,0,90,1
2012-04-28,98,Hungry Like The Wolf / Rio,Glee Cast,0,98,1
2012-05-05,3,Payphone,Maroon 5 Featuring Wiz Khalifa,0,3,1
2012-05-05,30,Burn It Down,Linkin Park,0,30,1
2012-05-05,53,Loud,Mac Miller,0,53,1
2012-05-05,58,Stay Schemin,Rick Ross Featuring Drake & French Montana,0,58,1
2012-05-05,86,Way Too Cold,Kanye West Featuring DJ Khaled,0,86,1
2012-05-05,89,Sweet Love,Chris Brown,0,89,1
2012-05-05,95,Beers Ago,Toby Keith,0,95,1
2012-05-05,96,Eyes Wide Open,Gotye,0,96,1
2012-05-05,97,Tonight (Best You Ever Had),John Legend Featuring Ludacris,0,97,1
2012-05-05,100,Same Damn Time,Future,0,100,1
2012-05-12,17,"Work Hard, Play Hard",Wiz Khalifa,0,17,1
2012-05-12,64,Whistle,Flo Rida,0,64,1
2012-05-12,65,How Will I Know,Glee Cast,0,65,1
2012-05-12,70,Scream,Usher,0,70,1
2012-05-12,89,Let's Go,Calvin Harris Featuring Ne-Yo,0,89,1
2012-05-12,92,It's Not Right But It's Okay,Glee Cast,0,92,1
2012-05-12,99,Wanted,Hunter Hayes,0,99,1
2012-05-19,18,Both Of Us,B.o.B Featuring Taylor Swift,0,18,1
2012-05-19,66,Blown Away,Carrie Underwood,0,66,1
2012-05-19,70,"It's A Man's, Man's, Man's World",Juliet Simms,0,70,1
2012-05-19,71,Shake It Out,Glee Cast,0,71,1
2012-05-19,97,Why Ya Wanna,Jana Kramer,0,97,1
2012-05-19,100,Postcard From Paris,The Band Perry,0,100,1
2012-05-26,45,No Lie,2 Chainz Featuring Drake,0,45,1
2012-05-26,58,99 Problems,Tony Lucca,0,58,1
2012-05-26,60,Turn To You (Mother's Day Dedication),Justin Bieber,0,60,1
2012-05-26,68,Yesterday,Adam Levine & Tony Lucca,0,68,1
2012-05-26,83,I Believe I Can Fly,Jermaine Paul,0,83,1
2012-05-26,85,The Prayer,Christina Aguilera & Chris Mann,0,85,1
2012-05-26,94,5-1-5-0,Dierks Bentley,0,94,1
2012-05-26,98,Lemme See,Usher Featuring Rick Ross,0,98,1
2012-06-02,59,Come Over,Kenny Chesney,0,59,1
2012-06-02,90,Nobody's Perfect,J. Cole Featuring Missy Elliott,0,90,1
2012-06-02,95,The Fighter,Gym Class Heroes Featuring Ryan Tedder,0,95,1
2012-06-02,98,Angel Eyes,Love And Theft,0,98,1
2012-06-02,100,Cowboys And Angels,Dustin Lynch,0,100,1
2012-06-09,10,Home,Phillip Phillips,0,10,1
2012-06-09,35,Wide Awake,Katy Perry,0,35,1
2012-06-09,76,Around My Way (Freedom Ain't Free),Lupe Fiasco,0,76,1
2012-06-09,89,Don't Wake Me Up,Chris Brown,0,89,1
2012-06-09,90,Undefeated,Jason Derulo,0,90,1
2012-06-09,96,How We Do (Party),Rita Ora,0,96,1
2012-06-09,97,We've Got Tonight,Phillip Phillips,0,97,1
2012-06-16,17,Die In Your Arms,Justin Bieber,0,17,1
2012-06-16,85,I'm All Yours,Jay Sean Featuring Pitbull,0,85,1
2012-06-16,93,Chasing The Sun,The Wanted,0,93,1
2012-06-16,97,For You,Keith Urban,0,97,1
2012-06-23,22,All Around The World,Justin Bieber Featuring Ludacris,0,22,1
2012-06-23,38,My Homies Still,Lil Wayne Featuring Big Sean,0,38,1
2012-06-23,51,Pontoon,Little Big Town,0,51,1
2012-06-23,72,Get Low,"Waka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida",0,72,1
2012-06-23,90,Ho Hey,The Lumineers,0,90,1
2012-06-23,93,It's Time,Imagine Dragons,0,93,1
2012-06-23,97,Gold On The Ceiling,The Black Keys,0,97,1
2012-06-23,100,Glass,Thompson Square,0,100,1
2012-06-30,21,As Long As You Love Me,Justin Bieber Featuring Big Sean,0,21,1
2012-06-30,75,Want U Back,Cher Lloyd,0,75,1
2012-06-30,89,Over,Blake Shelton,0,89,1
2012-06-30,91,She's So Mean,matchbox twenty,0,91,1
2012-06-30,96,Hard To Love,Lee Brice,0,96,1
2012-06-30,97,Snap Backs & Tattoos,Driicky Graham,0,97,1
2012-07-07,42,One More Night,Maroon 5,0,42,1
2012-07-07,72,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,0,72,1
2012-07-07,86,Amen,Meek Mill Featuring Drake,0,86,1
2012-07-07,93,Dark Side,Kelly Clarkson,0,93,1
2012-07-07,95,Right Here,Justin Bieber Featuring Drake,0,95,1
2012-07-07,100,Lovin' You Is Fun,Easton Corbin,0,100,1
2012-07-14,18,Good Time,Owl City & Carly Rae Jepsen,0,18,1
2012-07-14,80,Wipe Your Eyes,Maroon 5,0,80,1
2012-07-14,81,Promises,NERO,0,81,1
2012-07-14,93,Bag Of Money,"Wale Featuring Rick Ross, Meek Mill & T-Pain",0,93,1
2012-07-14,95,Lost In The Echo,Linkin Park,0,95,1
2012-07-14,97,Windows Down,Big Time Rush,0,97,1
2012-07-14,99,The Wind,Zac Brown Band,0,99,1
2012-07-21,58,Blow Me (One Last Kiss),P!nk,0,58,1
2012-07-21,69,Truck Yeah,Tim McGraw,0,69,1
2012-07-21,78,I Wish You Would,DJ Khaled Featuring Kanye West & Rick Ross,0,78,1
2012-07-21,97,2 Reasons,Trey Songz Featuring T.I.,0,97,1
2012-07-21,99,Get It Started,Pitbull Featuring Shakira,0,99,1
2012-07-28,85,Thinkin Bout You,Frank Ocean,0,85,1
2012-07-28,90,Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",0,90,1
2012-07-28,93,Something To Do With My Hands,Thomas Rhett,0,93,1
2012-07-28,95,The A Team,Ed Sheeran,0,95,1
2012-07-28,98,50 Ways To Say Goodbye,Train,0,98,1
2012-07-28,99,That's Why I Pray,Big & Rich,0,99,1
2012-08-04,12,Take A Little Ride,Jason Aldean,0,12,1
2012-08-04,34,Settle Down,No Doubt,0,34,1
2012-08-04,77,Go Get It,T.I.,0,77,1
2012-08-04,78,Runaways,The Killers,0,78,1
2012-08-04,95,Mercy,Dave Matthews Band,0,95,1
2012-08-11,89,New God Flow,Pusha T Kanye West,0,89,1
2012-08-11,91,Birthday Song,2 Chainz Featuring Kanye West,0,91,1
2012-08-11,92,Pound The Alarm,Nicki Minaj,0,92,1
2012-08-11,94,Fastest Girl In Town,Miranda Lambert,0,94,1
2012-08-11,98,Come Wake Me Up,Rascal Flatts,0,98,1
2012-08-11,100,Neon,Chris Young,0,100,1
2012-08-18,79,New Day,50 Cent Featuring Dr. Dre & Alicia Keys,0,79,1
2012-08-18,82,Adorn,Miguel,0,82,1
2012-08-18,89,Diced Pineapples,Rick Ross Featuring Wale & Drake,0,89,1
2012-08-18,93,Radioactive,Imagine Dragons,0,93,1
2012-08-18,94,Enough Of No Love,Keyshia Cole Featuring Lil Wayne,0,94,1
2012-08-18,99,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0,99,1
2012-08-18,100,Swimming Pools (Drank),Kendrick Lamar,0,100,1
2012-08-25,23,I Will Wait,Mumford & Sons,0,23,1
2012-08-25,72,We Are Never Ever Getting Back Together,Taylor Swift,0,72,1
2012-08-25,89,Turn On The Lights,Future,0,89,1
2012-08-25,93,The One That Got Away,Jake Owen,0,93,1
2012-08-25,100,Oh Love,Green Day,0,100,1
2012-09-01,80,Yuck!,2 Chainz Featuring Lil Wayne,0,80,1
2012-09-01,92,Lamborghini Angels,Lupe Fiasco,0,92,1
2012-09-01,95,Put It Down,Brandy Featuring Chris Brown,0,95,1
2012-09-01,99,Cruise,Florida Georgia Line Featuring Nelly,0,99,1
2012-09-08,84,Madness,Muse,0,84,1
2012-09-08,87,Hall Of Fame,The Script Featuring will.i.am,0,87,1
2012-09-08,92,Kiss Tomorrow Goodbye,Luke Bryan,0,92,1
2012-09-08,93,Dive In,Trey Songz,0,93,1
2012-09-08,95,Creepin',Eric Church,0,95,1
2012-09-08,98,Throw That,Slaughterhouse Featuring Eminem,0,98,1
2012-09-08,100,I Don't Like,Chief Keef Featuring Lil Reese,0,100,1
2012-09-15,61,Feel Again,OneRepublic,0,61,1
2012-09-15,73,Battle Scars,Lupe Fiasco & Guy Sebastian,0,73,1
2012-09-15,89,Hello,Karmin,0,89,1
2012-09-15,94,Shinin' On Me,Jerrod Niemann,0,94,1
2012-09-15,96,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,0,96,1
2012-09-15,99,Take A Walk,Passion Pit,0,99,1
2012-09-15,100,Ice,Kelly Rowland Featuring Lil Wayne,0,100,1
2012-09-22,16,Ronan,Taylor Swift,0,16,1
2012-09-22,37,Girl On Fire,Alicia Keys Featuring Nicki Minaj,0,37,1
2012-09-22,55,Clique,"Kanye West, Jay-Z, Big Sean",0,55,1
2012-09-22,64,Gangnam Style,PSY,0,64,1
2012-09-22,96,No Worries,Lil Wayne Featuring Detail,0,96,1
2012-09-22,100,Dance For You,Beyonce,0,100,1
2012-09-29,71,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,0,71,1
2012-09-29,79,Between The Raindrops,Lifehouse Featuring Natasha Bedingfield,0,79,1
2012-09-29,86,This Kiss,Carly Rae Jepsen,0,86,1
2012-09-29,94,Finally Found You,Enrique Iglesias Featuring Sammy Adams,0,94,1
2012-09-29,95,It's Time,Glee Cast,0,95,1
2012-09-29,96,Heart Skips A Beat,Olly Murs Featuring Chiddy Bang,0,96,1
2012-09-29,98,Til My Last Day,Justin Moore,0,98,1
2012-10-06,34,Your Body,Christina Aguilera,0,34,1
2012-10-06,56,Try,P!nk,0,56,1
2012-10-06,68,Don't You Worry Child,Swedish House Mafia Featuring John Martin,0,68,1
2012-10-06,70,To The World,"Kanye West, R. Kelly",0,70,1
2012-10-06,82,Celebration,"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",0,82,1
2012-10-06,87,Beautiful,Carly Rae Jepsen Featuring Justin Bieber,0,87,1
2012-10-06,97,Numb,Usher,0,97,1
2012-10-06,99,Beer Money,Kip Moore,0,99,1
2012-10-06,100,Did It For The Girl,Greg Bates,0,100,1
2012-10-13,7,Begin Again,Taylor Swift,0,7,1
2012-10-13,13,Die Young,Ke$ha,0,13,1
2012-10-13,16,Diamonds,Rihanna,0,16,1
2012-10-13,60,Babel,Mumford & Sons,0,60,1
2012-10-13,81,I Cry,Flo Rida,0,81,1
2012-10-13,85,Lover's Eyes,Mumford & Sons,0,85,1
2012-10-13,86,Whispers In The Dark,Mumford & Sons,0,86,1
2012-10-13,89,Don't Stop The Party,Pitbull Featuring TJR,0,89,1
2012-10-13,92,Holland Road,Mumford & Sons,0,92,1
2012-10-13,94,Ghosts That We Knew,Mumford & Sons,0,94,1
2012-10-20,3,Live While We're Young,One Direction,0,3,1
2012-10-20,6,Red,Taylor Swift,0,6,1
2012-10-20,8,Skyfall,Adele,0,8,1
2012-10-20,34,Locked Out Of Heaven,Bruno Mars,0,34,1
2012-10-20,73,Southern Comfort Zone,Brad Paisley,0,73,1
2012-10-20,74,Just What I Am,Kid Cudi Featuring King Chip,0,74,1
2012-10-20,78,Every Storm (Runs Out Of Rain),Gary Allan,0,78,1
2012-10-20,91,The Scientist,Glee Cast,0,91,1
2012-10-20,97,Lover Of The Light,Mumford & Sons,0,97,1
2012-10-20,99,My Moment,"DJ Drama Featuring 2 Chainz, Meek Mill & Jeremih",0,99,1
2012-10-20,100,How Country Feels,Randy Houser,0,100,1
